isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9.78045E+12,James A. Michener,1974,Centennial,en-US,4.21,1,630
9.78034E+12,Alexandra Potter,2006,Be Careful What You Wish For,en-GB,3.75,1,1036
9.78045E+12,Douglas Preston   Mario Spezi,2008,The Monster of Florence,en-US,3.72,1,518
9.78006E+12,Kim Harrison,2010,Black Magic Sanction (The Hollows   #8),eng,4.39,0,1166
9.78039E+12,James Clavell,1962,King Rat (Asian Saga   #4),eng,4.1,0,1321
9.78014E+12,Confucius   D.C. Lau,-476,The Analects,eng,3.82,1,1091
9.78074E+12,Julie Garwood,1996,The Wedding (Lairds' Fiancées   #2),eng,4.18,1,1485
9.78141E+12,Madeline Miller,2011,The Song of Achilles,eng,4.27,0,1144
9.78077E+12,W. Bruce Cameron,2012,A Dog's Journey (A Dog's Purpose   #2),en-US,4.41,1,1023
9.78031E+12,Christopher Priest,1995,The Prestige,eng,3.87,1,1160
9.78039E+12,Thomas Harris,2006,Hannibal Rising (Hannibal Lecter   #4),en-US,3.44,1,807
9.78006E+12,Terry Pratchett   Paul Kidby,2001,The Last Hero (Discworld   #27; Rincewind #7),eng,4.15,0,1423
9.78079E+12,Jonathan Stroud,2004,The Golem's Eye (Bartimaeus   #2),en-US,4.09,0,514
9.78006E+12,L.J. Smith,2007,The Awakening / The Struggle (The Vampire Diaries   #1-2),en-US,3.67,1,905
9.78035E+12,Martin Cruz Smith,1981,Gorky Park (Arkady Renko   #1),eng,4.04,1,1454
9.78074E+12,Erik Larson   Tony Goldwyn,2003,The Devil in the White City: Murder   Magic   and Madness at the Fair That Changed America,eng,3.98,0,769
9.78001E+12,J.R.R. Tolkien   Christopher Tolkien   Alan Lee,2007,The Children of Húrin,eng,3.94,0,1124
9.7814E+12,Henning Mankell   Steven T. Murray,1996,The Fifth Woman (Kurt Wallander   #6),eng,4.02,0,731
9.78081E+12,Bill Martin Jr.   Eric Carle,1982,Polar Bear   Polar Bear   What Do You Hear?,eng,4.16,0,1027
9.78141E+12,Maeve Binchy,2012,A Week in Winter,en-GB,3.79,1,931
9.78006E+12,Laura Ingalls Wilder   Garth Williams,1941,Little Town on the Prairie  (Little House   #7),en-GB,4.18,0,784
9.78035E+12,Janet Evanovich   Lee Goldberg,2014,The Job (Fox and O'Hare   #3),eng,3.95,1,945
9.78006E+12,Zora Neale Hurston,1937,Their Eyes Were Watching God,eng,3.87,0,917
9.78074E+12,Bill Watterson,2005,The Complete Calvin and Hobbes,eng,4.82,1,1043
9.78031E+12,Janet Evanovich,2000,Hot Six (Stephanie Plum   #6),eng,4.18,0,1394
9.78055E+12,Dean Koontz,1998,Fear Nothing (Moonlight Bay   #1),eng,3.99,1,635
9.78054E+12,L. Frank Baum,1907,Ozma of Oz (Oz   #3),eng,3.97,0,1468
9.78156E+12,Jack Canfield   Mark Victor Hansen   Kimberly Kirberger,1997,Chicken Soup for the Teenage Soul: 101 Stories of Life   Love and Learning (Chicken Soup for the Soul),eng,3.91,0,1496
9.7814E+12,Marisha Pessl,2013,Night Film,eng,3.78,0,676
9.78074E+12,Michael Teitelbaum   Walt Disney Company,1986,Sleeping Beauty: a Little Golden Book (Disney Princess),eng,4.32,1,662
9.78148E+12,Jason  Matthews,2013,Red Sparrow (Red Sparrow Trilogy #1),eng,4.02,1,1380
9.78035E+12,Anne Rice,2000,Merrick (The Vampire Chronicles #7),eng,3.71,0,1204
9.78038E+12,Joanne Harris,1999,Blackberry Wine,en-US,3.78,1,846
9.78075E+12,Michael Connelly,1995,The Last Coyote (Harry Bosch   #4; Harry Bosch Universe   #4),eng,4.21,1,1230
9.78032E+12,Barry Lyga,2012,I Hunt Killers (Jasper Dent   #1),en-CA,4.02,0,1357
9.78015E+12,Janell Cannon,1993,Stellaluna,en-US,4.22,1,1292
9.78044E+12,Jeanne DuPrau,2006,The Prophet of Yonwood (Book of Ember   #3),en-US,3.25,1,1281
9.78032E+12,Steve Krug,2000,Don't Make Me Think: A Common Sense Approach to Web Usability,en-US,4.24,0,1337
9.78035E+12,Kristin Hannah,2006,Magic Hour,eng,4.1,0,1022
9.7814E+12,Nassim Nicholas Taleb,2007,The Black Swan: The Impact of the Highly Improbable,eng,3.88,0,1429
9.78043E+12,Nora Roberts,2014,Blood Magick (The Cousins O'Dwyer Trilogy   #3),eng,4.06,0,1309
9.78068E+12,Haruki Murakami   Jay Rubin   Alfred Birnbaum,1993,The Elephant Vanishes,eng,3.88,1,1106
9.78142E+12,Vince Flynn,2012,Kill Shot (Mitch Rapp   #2),eng,4.3,1,735
9.78006E+12,Clive Barker,1986,The Hellbound Heart,eng,4.02,0,502
9.78045E+12,Octavia E. Butler,1987,Dawn (Xenogenesis   #1),eng,4.1,0,950
9.78142E+12,Nic Sheff,2008,Tweak: Growing Up On Methamphetamines,en-US,3.93,0,1023
9.78142E+12,O. Henry   Lisbeth Zwerger,1905,The Gift of the Magi,eng,4.07,0,648
9.78006E+12,Lauren Oliver,2014,Panic (Panic   #1),eng,3.56,1,987
9.78055E+12,Jasper Fforde,2010,The Last Dragonslayer (The Chronicles of Kazam   #1),eng,3.86,0,596
9.78081E+12,L.E. Modesitt Jr.,1991,The Magic of Recluce (The Saga of Recluce #1),eng,3.84,0,1171
9.7804E+12,Andrea Cremer,2011,Wolfsbane (Nightshade #2; Nightshade World #5),eng,4.12,1,813
9.78043E+12,Dorothea Benton Frank,1999,Sullivan's Island (Lowcountry Tales   #1),eng,4.02,0,526
9.78031E+12,Elin Hilderbrand,2003,Summer People,eng,3.93,0,1384
9.7808E+12,B.J. Novak,2014,The Book with No Pictures,eng,4.34,1,1486
9.7814E+12,Bill Willingham   Mark Buckingham   David Hahn   Steve Leialoha,2006,Fables   Vol. 6: Homelands,eng,4.3,1,1111
9.78055E+12,Linda Sue Park,2010,Storm Warning (The 39 Clues   #9),eng,3.98,1,801
9.78006E+12,Charles Bukowski,1978,Women,eng,3.89,1,864
9.78162E+12,Jennifer L. Armentrout,2014,Opposition (Lux   #5),eng,4.43,0,1452
9.78075E+12,Robert Ludlum,1973,The Matlock Paper,eng,3.86,0,727
9.78031E+12,Elizabeth Ross   ROFry,1973,The Three Little Pigs,eng,4.26,0,944
9.78039E+12,Caroline B. Cooney,1990,The Face on the Milk Carton (Janie Johnson   #1),en-US,3.72,0,1416
9.78014E+12,Virginia Woolf,1928,Orlando,en-GB,3.86,1,888
9.7814E+12,Lisa See,2011,Dreams of Joy (Shanghai Girls #2),en-CA,4.06,0,1471
9.78035E+12,Douglas Adams,1996,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,0,1409
9.78006E+12,Elizabeth Haynes,2011,Into the Darkest Corner,eng,4.1,1,1478
9.78055E+12,Dean Koontz,2009,Relentless,en-US,3.71,1,1182
9.78006E+12,Patrick deWitt   Marcelo Barbão,2011,The Sisters Brothers,eng,3.83,1,1027
9.78142E+12,Glenn Beck,2008,The Christmas Sweater,eng,3.79,1,1193
9.78088E+12,Charles Bukowski,1983,Hot Water Music,en-US,3.93,1,1404
9.78045E+12,Jim Butcher,2010,Changes (The Dresden Files   #12),eng,4.54,0,1115
9.78039E+12,Dr. Seuss,1958,The Cat in the Hat Comes Back,en-US,3.83,1,727
9.78031E+12,Mercer Mayer,1975,Just for You (Little Critter),eng,4.25,1,929
9.78156E+12,Stephen Sondheim   Hugh Wheeler   Christopher Godfrey Bond,1974,Sweeney Todd: The Demon Barber of Fleet Street,eng,4.17,1,795
9.78039E+12,Karen Marie Moning,2012,Iced (Fever   #6),eng,4.13,0,566
9.78142E+12,Mary-Jane Knight   Rick Riordan,2010,Percy Jackson & the Olympians:  The Ultimate Guide,en-US,4.12,0,797
9.78067E+12,Elizabeth Gilbert,2012,The Signature of All Things,eng,3.81,1,665
9.78032E+12,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,en-US,3.89,1,1320
9.78076E+12,Tad Williams,1993,To Green Angel Tower (Memory   Sorrow   and Thorn   #3),eng,4.16,1,1167
9.78067E+12,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,0,907
9.78049E+12,Joseph Conrad,1904,Nostromo,eng,3.81,0,881
9.78144E+12,Kresley Cole,2011,Dreams of a Dark Warrior (Immortals After Dark #11),en-US,4.39,1,644
9.78039E+12,Art Spiegelman,1985,Maus I: A Survivor's Tale: My Father Bleeds History (Maus   #1),eng,4.35,0,786
9.7809E+12,Paul Galdone   Peter Christen Asbjørnsen,1841,The Three Billy Goats Gruff,eng,4.14,1,1206
9.78006E+12,Katherine Hannigan,2004,Ida B. . . and Her Plans to Maximize Fun   Avoid Disaster   and (Possibly) Save the World,eng,3.86,1,1340
9.78075E+12,Enid Blyton,1946,First Term at Malory Towers (Malory Towers   #1),eng,4.07,0,830
9.78074E+12,Kathy Reichs,2004,Monday Mourning (Temperance Brennan   #7),en-US,4.02,0,1283
9.78842E+12,Tomie dePaola,1975,Strega Nona,eng,4.22,0,1023
9.78031E+12,John Elder Robison,2007,Look Me in the Eye: My Life with Asperger's,en-US,3.91,0,1070
9.78055E+12,Lara Adrian,2007,Kiss of Midnight (Midnight Breed    #1),eng,3.93,0,985
9.78081E+12,Robert Jordan,1992,The Shadow Rising (Wheel of Time   #4),en-US,4.21,0,987
9.78032E+12,James Patterson   Maxine Paetro,2010,The 9th Judgment  (Women's Murder Club   #9),eng,4.08,1,713
9.78076E+12,Rory Freedman   Kim Barnouin,2005,Skinny Bitch,en-US,3.34,1,899
9.78075E+12,Robert T. Kiyosaki,1997,Rich Dad   Poor Dad,eng,3.95,1,977
9.7814E+12,Bill Clinton,2004,My Life,eng,3.72,0,1499
9.78078E+12,Gena Showalter,2010,The Darkest Lie (Lords of the Underworld #6),eng,4.32,1,576
9.78146E+12,Jessica Sorensen,2011,The Underworld (Fallen Star   #2),eng,4.12,1,1126
9.78047E+12,Rebecca Housel   J. Jeremy Wisnewski   William Irwin,2009,Twilight and Philosophy: Vampires   Vegetarians   and the Pursuit of Immortality,en-US,4.39,0,767
9.7885E+12,Philip K. Dick   David Alabort   Manuel Espín,1969,Ubik,spa,4.1,0,1380
9.78006E+12,Susan Elizabeth Phillips,2005,Match Me If You Can (Chicago Stars   #6),eng,4.13,1,588
9.78043E+12,Agatha Christie,1959,Cat Among the Pigeons (Hercule Poirot   #32),eng,3.82,1,609
9.78144E+12,Lauren DeStefano,2011,Wither (The Chemical Garden   #1),eng,3.81,1,1263
9.7816E+12,Shannon Hale,2005,Princess Academy (Princess Academy   #1),eng,4.01,0,885
9.78813E+12,Chetan Bhagat,2004,Five Point Someone,en-GB,3.43,0,1216
9.78037E+12,Kristan Higgins,2009,Too Good to Be True,eng,3.9,0,701
9.78033E+12,Peter F. Hamilton,1996,The Reality Dysfunction (Night's Dawn   #1),eng,4.14,0,740
9.78031E+12,Sonia Sotomayor,2013,My Beloved World,eng,4.03,0,1474
9.78067E+12,Robert McCammon,1991,Boy's Life,eng,4.32,0,603
9.78006E+12,Victoria Aveyard,2016,Glass Sword (Red Queen   #2),eng,3.95,1,1198
9.78043E+12,Sylvia Day,2013,Entwined with You (Crossfire   #3),eng,4.19,1,1381
9.78006E+12,Jeaniene Frost,2014,Up from the Grave (Night Huntress   #7),eng,4.28,1,525
9.78045E+12,Nicholas Sparks,2001,A Bend in the Road,eng,4.02,1,682
9.78079E+12,R.A. Salvatore,2000,Servant of the Shard (Forgotten Realms: Paths of Darkness   #3; The Sellswords   #1),en-US,4.15,1,1267
9.78006E+12,Christopher Moore,2003,Fluke: Or   I Know Why the Winged Whale Sings,eng,3.73,1,883
9.78038E+12,Rachel Gibson,1998,Simply Irresistible (Chinooks Hockey Team   #1),eng,3.86,1,1169
9.78272E+12,Julie Maroh,2010,Le bleu est une couleur chaude,fre,3.92,0,959
9.7804E+12,Sue Grafton,2007,T is for Trespass (Kinsey Millhone   #20),en-US,3.91,1,954
9.78881E+12,Alessandro Baricco,1994,Novecento. Un monologo,ita,4.19,1,1008
9.78148E+12,Jamie McGuire,2013,Walking Disaster (Beautiful   #2),eng,4.23,0,1336
9.78074E+12,Robert Crais,2008,Chasing Darkness (Elvis Cole   #12),en-US,4.18,0,1283
9.78077E+12,Katherine Addison,2014,The Goblin Emperor,eng,4.05,0,651
9.78078E+12,Rachel Vincent,2007,Stray (Shifters   #1),eng,3.79,0,602
9.78125E+12,Louise Penny,2015,The Nature of the Beast (Chief Inspector Armand Gamache #11),eng,4.21,1,1185
9.7814E+12,Scott B. Smith,2006,The Ruins,en-US,3.5,1,1489
9.78006E+12,Amy Plum,2012,Until I Die (Revenants   #2),en-US,4.17,0,1325
9.78142E+12,Brad Thor,2004,State of the Union (Scot Harvath   #3),eng,4.2,0,1119
9.78145E+12,Katie J. Davis   Beth Clark,2011,Kisses from Katie: A Story of Relentless Love and Redemption,en-US,4.4,0,630
9.78032E+12,Carlos Ruiz Zafón   Lucia Graves,1986,The Prince of Mist (Niebla   #1),eng,3.66,0,545
9.78006E+12,Rae Carson,2011,The Girl of Fire and Thorns (Fire and Thorns   #1),en-US,3.81,1,1281
9.78016E+12,Mark Helprin,1983,Winter's Tale,en-US,3.5,0,684
9.78185E+12,R.D. Ronald,2012,The Zombie Room,eng,3.61,0,841
9.78045E+12,Elizabeth Peters,1975,Crocodile on the Sandbank (Amelia Peabody #1),en-US,4.02,0,1329
9.7808E+12,Jeanette Winterson,1989,Sexing the Cherry,eng,3.83,1,1308
9.78014E+12,Ryū Murakami   Ralph McCarthy,1997,In the Miso Soup,eng,3.61,0,1053
9.7801E+12,Haruki Murakami   Philip Gabriel,1999,Sputnik Sweetheart,eng,3.82,1,1309
9.78052E+12,Nora Roberts,2005,Red Lily (In the Garden   #3),en-US,4.07,1,557
9.78142E+12,Neal Shusterman,2007,Unwind (Unwind   #1),eng,4.18,0,1156
9.78055E+12,H.G. Wells,1896,The Island of Dr. Moreau,eng,3.72,1,829
9.78039E+12,Kurt Vonnegut Jr.,1979,Jailbird,eng,3.81,0,784
9.78031E+12,Gail Tsukiyama,1991,Women of the Silk,en-US,3.94,0,1080
9.7808E+12,Sherman Alexie,1995,Reservation Blues,eng,3.98,1,718
9.78043E+12,Patricia Cornwell,1994,The Body Farm (Kay Scarpetta   #5),eng,4.04,0,1364
9.78035E+12,Michael Shaara,1974,The Killer Angels (The Civil War Trilogy   #2),en-US,4.3,1,512
9.78037E+12,Marie Rutkoski,2015,The Winner's Crime (The Winner's Trilogy   #2),eng,4.17,1,1272
9.78006E+12,Christopher Moore,2009,Fool,en-US,3.96,0,899
9.78032E+12,Edith Hamilton   Steele Savage,1942,Mythology: Timeless Tales of Gods and Heroes,en-US,3.98,1,557
9.78168E+12,Erin Watt,2016,Broken Prince (The Royals   #2),eng,4.11,0,1271
9.78142E+12,Kyousuke Motomi,2001,Beast Master   Vol. 1 (Beast Master   #1),en-US,4.21,0,1498
9.78081E+12,J.M. Barrie   Michael Hague,1904,Peter Pan,en-US,4.1,1,506
9.78069E+12,Scott Westerfeld,2005,Pretties (Uglies   #2),eng,3.85,0,1105
9.78001E+12,Jonas Jonasson   Rachel Willson-Broyles,2013,The Girl Who Saved the King of Sweden,eng,3.74,1,641
9.78039E+12,Chuck Palahniuk,2007,Rant,en-US,3.82,0,1416
9.78067E+12,Manning Marable,2011,Malcolm X: A Life of Reinvention,eng,4.2,0,1047
9.78038E+12,Juliet Marillier,2007,Wildwood Dancing (Wildwood   #1),en-US,4.09,1,1001
9.78001E+12,John Sandford,1994,Night Prey (Lucas Davenport   #6),eng,4.14,1,726
9.78162E+12,Adam Mansbach   Ricardo Cortés,2011,Go the Fuck to Sleep,eng,4.26,1,1300
9.7814E+12,Joan Didion,2005,The Year of Magical Thinking,eng,3.86,0,1192
9.78032E+12,James S.A. Corey,2014,Cibola Burn (The Expanse   #4),eng,4.12,1,940
9.78057E+12,Margaret Edson,1995,Wit,en-US,4.2,1,673
9.78068E+12,F. Scott Fitzgerald   Matthew J. Bruccoli,1920,The Short Stories,eng,4.23,0,1074
9.7814E+12,Elizabeth Strout,2013,The Burgess Boys,eng,3.54,0,1052
9.78015E+12,T.S. Eliot   Edward Gorey,1939,Old Possum's Book of Practical Cats,en-US,4.09,0,562
9.78039E+12,Cormac McCarthy,1994,The Crossing (The Border Trilogy   #2),eng,4.11,0,511
9.7808E+12,Brother Andrew   Elizabeth Sherrill   John Sherrill,1964,God's Smuggler,eng,4.32,0,812
9.78074E+12,Jackie Collins,1985,Lucky (Lucky Santangelo   #2),en-US,4.08,0,638
9.78076E+12,Dodie Smith   Michael Dooling,1956,The 101 Dalmatians (The Hundred and One Dalmatians   #1),eng,4.11,1,1239
9.78068E+12,Elisabeth Kübler-Ross,1969,On Death and Dying,eng,4.15,1,664
9.78142E+12,Eoin Colfer,2010,The Atlantis Complex (Artemis Fowl   #7),en-US,3.97,0,1175
9.78035E+12,Alexander McCall Smith,2002,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency   #4),eng,3.99,0,818
9.78159E+12,Joshua Foer,2011,Moonwalking with Einstein: The Art and Science of Remembering Everything,eng,3.85,0,1368
9.78159E+12,Natsuki Takaya   Alethea Nibley   Athena Nibley,1999,Fruits Basket   Vol. 1,eng,4.23,1,1251
9.78006E+12,Steven Pinker,1994,The Language Instinct: How the Mind Creates Language,eng,4.05,1,704
9.78006E+12,Angie Sage   Mark Zug,2006,Flyte (Septimus Heap   #2),en-US,3.99,1,1160
9.78006E+12,Emily M. Danforth,2012,The Miseducation of Cameron Post,en-US,3.99,1,607
9.78039E+12,Richard   Preston,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng,4.1,1,1170
9.78006E+12,Ben Mikaelsen,1997,Touching Spirit Bear (Spirit Bear   #1),eng,3.85,1,1378
9.78006E+12,Garth Nix,1995,Sabriel (Abhorsen    #1),en-US,4.17,1,1392
9.78032E+12,David Foster Wallace,1996,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,en-GB,4.28,0,1378
9.7801E+12,Graham Greene   Monica Ali,1951,The End of the Affair,eng,3.96,0,743
9.78001E+12,Paulo Coelho,2006,The Witch Of Portobello,eng,3.51,1,1272
9.78044E+12,Anna Sewell,1877,Black Beauty,eng,3.94,1,1146
9.78055E+12,Dean Koontz,2007,The Darkest Evening of the Year,eng,3.71,1,1239
9.78081E+12,Azar Nafisi,2003,Reading Lolita in Tehran,eng,3.57,1,1150
9.78144E+12,Andrew  Smith,2013,Winger (Winger   #1),eng,4.08,1,938
9.78032E+12,Emma Donoghue,2010,Room,eng,4.03,1,574
9.78174E+12,Kylie Scott,2013,Lick (Stage Dive   #1),eng,4.15,0,1056
9.78045E+12,Chloe Neill,2010,Twice Bitten (Chicagoland Vampires   #3),eng,4.23,1,1084
9.7804E+12,Carrie Fisher,2016,The Princess Diarist,eng,3.66,0,1176
9.78006E+12,Pittacus Lore,2010,I Am Number Four (Lorien Legacies   #1),en-US,3.94,0,884
9.7816E+12,Carrie Jones,2010,Captivate (Need   #2),eng,3.94,0,505
9.78055E+12,Raymond E. Feist   Janny Wurts,1992,Mistress of the Empire (The Empire Trilogy   #3),en-US,4.29,0,1107
9.78069E+12,Beverly Cleary   Tracy Dockray,1950,Henry Huggins (Henry Huggins   #1),eng,3.97,0,751
9.78031E+12,Iris Johansen,2011,Eve (Eve Duncan   #12; Eve   Quinn and Bonnie #1),en-US,4.08,0,829
9.78184E+12,Daphne du Maurier   Sally Beauman,1938,Rebecca,en-US,4.2,0,1279
9.78081E+12,Glen Cook,1985,The White Rose (The Chronicles of the Black Company   #3),en-US,4.19,0,698
9.78031E+12,Yōko Ogawa   Stephen Snyder,2003,The Housekeeper and the Professor,eng,3.94,1,1254
9.7808E+12,David Mamet,1983,Glengarry Glen Ross,eng,3.95,1,1456
9.78037E+12,Alan Bennett,2007,The Uncommon Reader,eng,3.82,1,755
9.7816E+12,Scott Westerfeld,2005,Peeps (Peeps   #1),eng,3.77,0,630
9.78156E+12,Jeph Loeb   Tim Sale   Bjarne Hansen,2001,Superman for All Seasons,en-US,4.08,0,1049
9.78006E+12,Sara Shepard,2010,Heartless (Pretty Little Liars   #7),eng,4.1,0,513
9.78035E+12,R.A. Salvatore,1999,Vector Prime (Star Wars: The New Jedi Order   #1),eng,3.79,0,618
9.78045E+12,Daniel Silva,1996,The Unlikely Spy,eng,4.22,0,725
9.78068E+12,Ernest Hemingway,1985,The Garden of Eden,en-US,3.74,1,1072
9.78067E+12,Dale Carnegie,1936,How to Win Friends and Influence People,eng,4.13,0,781
9.78142E+12,Laurie Halse Anderson,2008,Chains (Seeds of America   #1),eng,4.09,0,999
9.7801E+12,Richard Ford,1995,Independence Day,eng,3.86,1,546
9.78014E+12,Sarah Dessen,1998,Someone Like You,eng,3.94,0,790
9.78067E+12,Adam M. Grant,2013,Give and Take: A Revolutionary Approach to Success,eng,4.06,1,1120
9.78069E+12,Ellen Hopkins,2004,Crank (Crank   #1),eng,4.16,0,643
9.78015E+12,Gayle Forman,2014,If I Stay Collection (If I Stay   #1-2),eng,4.24,0,1250
9.78045E+12,Stephen King,1987,The Drawing of the Three (The Dark Tower   #2),eng,4.23,0,1456
9.78059E+12,Else Holmelund Minarik   Maurice Sendak,1957,Little Bear,eng,4.22,1,1136
9.78006E+12,Paulo Coelho   Alan R. Clarke,1994,By the River Piedra I Sat Down and Wept,eng,3.57,1,1035
9.78043E+12,John Sandford,2001,Chosen Prey (Lucas Davenport   #12),en-US,4.23,0,609
2.94004E+12,Madeline Sheehan,2012,Undeniable (Undeniable   #1),eng,4.08,1,887
9.78006E+12,Jacqueline Woodson,2016,Another Brooklyn,eng,3.87,0,600
9.78043E+12,Laurell K. Hamilton,2006,Strange Candy (Anita Blake   Vampire Hunter #0.5),en-US,3.74,1,695
9.78006E+12,Jeaniene Frost,2008,One Foot in the Grave (Night Huntress   #2),eng,4.31,0,932
9.78006E+12,Tahereh Mafi,2011,Shatter Me (Shatter Me   #1),en-US,4.01,0,707
9.78039E+12,Sam Harris,2004,The End of Faith: Religion   Terror   and the Future of Reason,en-US,3.93,1,1252
9.78038E+12,Lorrie Moore,2009,A Gate at the Stairs,eng,3.14,0,1053
9.78038E+12,Colleen McCullough,1990,The First Man in Rome (Masters of Rome   #1),eng,4.08,0,554
9.78006E+12,Kiera Cass,2014,The Queen (The Selection   #0.4),eng,3.93,0,1415
9.78194E+12,Dave Eggers,2012,A Hologram for the King,eng,3.29,0,725
9.78031E+12,Tatiana de Rosnay,2007,Sarah's Key,eng,4.14,0,1191
9.78006E+12,Joe Simpson,1988,Touching the Void: The True Story of One Man's Miraculous Survival,eng,4.2,0,860
9.78075E+12,Maeve Binchy,1996,Evening Class,en-GB,3.98,0,1006
9.78032E+12,Paolo Bacigalupi,2010,Ship Breaker (Ship Breaker   #1),eng,3.74,1,1214
9.78039E+12,Myla Goldberg,2000,Bee Season,eng,3.55,1,1444
9.78006E+12,Brian Sibley,2010,Harry Potter: Film Wizardry,eng,4.48,0,1473
9.7814E+12,Frank Miller   David Mazzucchelli   Richmond Lewis   Dennis O'Neil,1987,Batman: Year One,eng,4.23,0,775
9.78006E+12,Jeaniene Frost,2011,One Grave at a Time (Night Huntress   #6),eng,4.25,0,596
9.78145E+12,Genevieve Cogman,2015,The Invisible Library (The Invisible Library   #1),eng,3.73,0,915
9.78035E+12,Fannie Flagg,2004,A Redbird Christmas,eng,3.86,0,893
9.78039E+12,Patricia Highsmith,1950,Strangers on a Train,eng,3.82,0,912
9.78045E+12,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,eng,4.02,0,1156
9.78015E+12,Kristin Cashore,2008,Graceling (Graceling Realm   #1),en-CA,4.1,0,659
9.78142E+12,Ellen Hopkins,2009,Tricks (Tricks   #1),eng,4.29,0,573
9.7811E+12,Leah Remini   Rebecca Paley,2015,Troublemaker: Surviving Hollywood and Scientology,eng,3.98,1,1238
9.78055E+12,Margaret Weis   Tracy Hickman,1993,Into the Labyrinth (The Death Gate Cycle   #6),en-US,4.09,1,1339
9.7811E+12,Martha Hall Kelly,2016,Lilac Girls,eng,4.31,1,615
9.78006E+12,Mary Kay Andrews,2009,The Fixer Upper,en-US,3.88,0,857
9.78031E+12,Janet Evanovich,1994,One for the Money (Stephanie Plum   #1),en-US,4.03,0,508
9.78035E+12,Robert Crais,2003,The Last Detective (Elvis Cole   #9),en-US,4.24,0,796
9.78068E+12,Michael Herr,1977,Dispatches,en-GB,4.24,1,544
9.78049E+12,Euripides   Rex Warner,-431,Medea,en-GB,3.83,1,550
9.78055E+12,Dean Koontz,2003,The Face,eng,3.69,1,576
9.78075E+12,Bill Watterson,1992,The Indispensable Calvin and Hobbes,eng,4.73,0,721
9.78045E+12,Michael Connelly,1993,The Black Ice (Harry Bosch   #2; Harry Bosch Universe   #2),eng,4.05,0,567
9.78031E+12,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?,en-US,3.9,1,854
9.78045E+12,Stephen King,1993,Nightmares and Dreamscapes,eng,3.9,0,737
9.78184E+12,Patricia Briggs,2011,River Marked (Mercy Thompson   #6),en-GB,4.26,1,581
9.78032E+12,Kate Atkinson,2008,When Will There Be Good News? (Jackson Brodie   #3),en-US,3.97,0,569
6.35517E+11,Sarah Simblet,2001,Anatomy for the Artist,en-US,3.97,0,1093
9.78053E+12,Heather Brewer,2009,Tenth Grade Bleeds (The Chronicles of Vladimir Tod   #3),en-US,4.24,1,1021
9.78045E+12,Richard Bachman   Stephen King,1981,Roadwork,en-US,3.59,0,1225
9.7808E+12,Kristin Cashore,2009,Fire (Graceling Realm   #2),en-US,4.12,1,1371
9.78044E+12,Adeline Yen Mah,1999,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,1,1143
9.78045E+12,Brandon Sanderson,2013,Mitosis (The Reckoners   #1.5),eng,3.87,0,941
9.78043E+12,John Sandford,2002,Mortal Prey (Lucas Davenport   #13),en-US,4.2,0,1132
9.7803E+12,Gillian Flynn,2012,Gone Girl,eng,4.03,0,762
9.78006E+12,Thanhha Lai,2011,Inside Out & Back Again,eng,4.09,1,1447
9.78001E+12,Dean Koontz,2009,Dead and Alive (Dean Koontz's Frankenstein   #3),eng,4.01,0,1336
9.78038E+12,Julia Quinn,2000,The Viscount Who Loved Me (Bridgertons   #2),eng,4.19,1,636
9.78977E+12,يوسف زيدان,2006,ظل الأفعى,ara,3,0,1186
9.78142E+12,Melissa de la Cruz,2008,Revelations (Blue Bloods   #3),en-US,3.89,0,712
9.78044E+12,Ursula K. Le Guin   Lech Jęczmyk,1969,The Left Hand of Darkness,eng,4.05,0,1131
9.78044E+12,Lois Lowry,1989,Number the Stars,eng,4.11,1,544
9.78971E+12,Mario Benedetti,1960,La tregua,spa,4.19,0,762
9.78158E+12,Agatha Christie,1950,A Murder Is Announced (Miss Marple   #5),eng,3.96,0,542
9.78079E+12,R.A. Salvatore,1992,The Legacy (Forgotten Realms: Legacy of the Drow   #1; Legend of Drizzt   #7),eng,4.18,0,1286
9.78038E+12,Lisa Kleypas,1994,Dreaming of You (The Gamblers   #2),en-US,4.22,1,1274
9.78045E+12,Isaac Asimov,1955,The End of Eternity,eng,4.21,0,730
9.78191E+12,P.C. Cast   Kristin Cast,2008,Tempted (House of Night   #6),eng,3.96,1,541
9.78006E+12,Aldous Huxley   Christopher Hitchens,1932,Brave New World / Brave New World Revisited,eng,4.16,1,1230
9.78146E+12,Jodi Ellen Malpas,2014,Promised (One Night   #1),eng,4.14,1,1238
9.78055E+12,Jacqueline Wilson,1997,Girls in Love (Girls   #1),eng,3.53,0,540
9.78148E+12,Claudia Gray,2015,Lost Stars (Star Wars: Journey to the Force Awakens),eng,4.25,1,1217
